"gbifID","license","species","basisOfRecord","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year","month","day","countryCode","stateProvince","county","locality","verbatimLocality","institutionCode","recordedBy","references"
4947666980,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.179616,46.731274,5639,1978,6,12,"US","Washington","Whitman County","Pullman","Pullman, elev. 2500 ft, Whitman Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:6290"
4947666968,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.309888,45.900148,301,1983,6,4,"US","Oregon","Wallowa County","Flora","Flora, Oregon","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:5646"
4947666946,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,16,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25025"
4947666887,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,2,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8586"
4947666635,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.436448,46.135537,90,1992,7,7,"US","Washington","Grant County","Wickiup Spring","Wickiup Spring, T8N R43E Sec 33, Garfield Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8496"
4947666621,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,4,28,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24933"
4947666537,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,3,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24965"
4947666404,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,3,21,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8564"
4947666354,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,1,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8580"
4947666308,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-116.868614,46.920119,90,1985,4,3,"US","Idaho","Latah County","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6","Gold Creek Ranch, 1 mi E of Potlach on Hwy. 6, Latah Co., Idaho","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:8596"
4947666275,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.343021,46.064581,4977,1983,5,29,"US","Washington","Walla Walla County","N Fort Walla Walla City Park, Walla Walla","N Fort Walla Walla City Park, Walla Walla, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:25056"
4947666139,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.585814,46.020281,3754,1983,3,20,"US","Washington","Walla Walla County","4 km S of Lowden","4 km S of Lowden, Walla Walla Co., Washington","CRCM","Collector(s): unknown","http://arctos.database.museum/guid/CRCM:Mamm:24849"
